% Model:              inside_out_countercurrent_240mins_parasweepVmax.mph
% Version:            COMSOL 6.3.0.420
% Date:               May 9 2026, 19:11
% Dimension:          1
% Nodes:              1344
% Expressions:        1
% Description:        Line graph
% Arc length (mm)         Molar concentration, is
1.5980400000000001        2.5091421693342604E-16
1.60416                   2.2598912990212544E-16
1.6102800000000002        2.0418794289285292E-16
1.6164                    1.850643852520458E-16
1.62252                   1.682461075680357E-16
1.6286400000000003        1.5342130600982454E-16
1.6347600000000004        1.403279087870123E-16
1.6408800000000003        1.2874481122065494E-16
1.6470000000000005        1.1848475184694444E-16
1.6531200000000004        1.0938850566241122E-16
1.6592400000000007        1.0132013677757388E-16
1.6653600000000004        9.416310508753165E-17
1.6714800000000005        8.781706301466863E-17
1.6776000000000004        8.219521123143438E-17
1.6837200000000005        7.722210834262696E-17
1.6898400000000005        7.283185022554046E-17
1.6959600000000008        6.896655121937321E-17
1.7020800000000003        6.557507251154345E-17
1.7082000000000002        6.26119535899493E-17
1.7143200000000005        6.003651107139818E-17
1.7204400000000002        5.781207601587903E-17
1.72656                   5.590534634100986E-17
1.7326800000000002        5.4285835435571405E-17
1.7388000000000001        5.292540175326045E-17
1.7449200000000002        5.1797847220542355E-17
1.7510400000000002        5.0878574853304965E-17
1.7571600000000003        5.014429815593996E-17
1.765775417902581         4.938300221322716E-17
1.7770051378420388        4.8782278718859824E-17
1.7856288281560164        4.854894262124107E-17
1.7920336427295878        4.846765719013543E-17
1.7951529535747           4.8448438265553006E-17
1.7970227734280135        4.8442301135947066E-17
1.7979368313375004        4.8440441467742544E-17
1.7984720272500003        4.843971201649419E-17
1.7989374150000004        4.8439266126587975E-17
1.7993421000000003        4.843901445901674E-17
